"Listing ID	PMS Name	Date	Units	No. Booked	No. Blocked	blocking_units	Bookable Units	nightly_revenue	Vacant Units	Date Corrected	Listing	Day"
"316005___633308	cloudbeds	2021-04-11T00:00:00.000000	6	0	6	6	0	0	0	4/11/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-04-11T00:00:00.000000	5	0	5	5	0	0	0	4/11/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-04-11T00:00:00.000000	1	0	1	1	0	0	0	4/11/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-04-11T00:00:00.000000	6	0	6	6	0	0	0	4/11/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-04-12T00:00:00.000000	9	0	9	9	0	0	0	4/12/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-04-12T00:00:00.000000	1	0	1	1	0	0	0	4/12/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-04-12T00:00:00.000000	6	0	6	6	0	0	0	4/12/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-04-12T00:00:00.000000	5	0	5	5	0	0	0	4/12/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-04-12T00:00:00.000000	1	0	1	1	0	0	0	4/12/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-04-12T00:00:00.000000	6	0	6	6	0	0	0	4/12/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-04-13T00:00:00.000000	9	0	9	9	0	0	0	4/13/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-04-13T00:00:00.000000	1	0	1	1	0	0	0	4/13/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-04-13T00:00:00.000000	6	0	6	6	0	0	0	4/13/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-04-13T00:00:00.000000	5	0	5	5	0	0	0	4/13/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-04-13T00:00:00.000000	1	0	1	1	0	0	0	4/13/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-04-13T00:00:00.000000	6	0	6	6	0	0	0	4/13/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-04-14T00:00:00.000000	9	0	9	9	0	0	0	4/14/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-04-14T00:00:00.000000	1	0	1	1	0	0	0	4/14/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-04-14T00:00:00.000000	6	0	6	6	0	0	0	4/14/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-04-14T00:00:00.000000	5	0	5	5	0	0	0	4/14/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-04-14T00:00:00.000000	1	0	1	1	0	0	0	4/14/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-04-14T00:00:00.000000	6	0	6	6	0	0	0	4/14/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-04-15T00:00:00.000000	9	0	9	9	0	0	0	4/15/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-04-15T00:00:00.000000	1	0	1	1	0	0	0	4/15/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-04-15T00:00:00.000000	6	0	6	6	0	0	0	4/15/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-04-15T00:00:00.000000	5	0	5	5	0	0	0	4/15/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-04-15T00:00:00.000000	1	0	1	1	0	0	0	4/15/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-04-15T00:00:00.000000	6	0	6	6	0	0	0	4/15/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-04-16T00:00:00.000000	9	0	9	9	0	0	0	4/16/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-04-16T00:00:00.000000	1	0	1	1	0	0	0	4/16/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-04-16T00:00:00.000000	6	0	6	6	0	0	0	4/16/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-04-16T00:00:00.000000	5	0	5	5	0	0	0	4/16/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-04-16T00:00:00.000000	1	0	1	1	0	0	0	4/16/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-04-16T00:00:00.000000	6	0	6	6	0	0	0	4/16/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-04-17T00:00:00.000000	9	0	9	9	0	0	0	4/17/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-04-17T00:00:00.000000	1	0	1	1	0	0	0	4/17/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-04-17T00:00:00.000000	6	0	6	6	0	0	0	4/17/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-04-17T00:00:00.000000	5	0	5	5	0	0	0	4/17/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-04-17T00:00:00.000000	1	0	1	1	0	0	0	4/17/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-04-17T00:00:00.000000	6	0	6	6	0	0	0	4/17/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-04-18T00:00:00.000000	9	0	9	9	0	0	0	4/18/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-04-18T00:00:00.000000	1	0	1	1	0	0	0	4/18/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-04-18T00:00:00.000000	6	0	6	6	0	0	0	4/18/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-04-18T00:00:00.000000	5	0	5	5	0	0	0	4/18/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-04-18T00:00:00.000000	1	0	1	1	0	0	0	4/18/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-04-18T00:00:00.000000	6	0	6	6	0	0	0	4/18/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-04-19T00:00:00.000000	9	0	9	9	0	0	0	4/19/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-04-19T00:00:00.000000	1	0	1	1	0	0	0	4/19/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-04-19T00:00:00.000000	6	0	6	6	0	0	0	4/19/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-04-19T00:00:00.000000	5	0	5	5	0	0	0	4/19/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-04-19T00:00:00.000000	1	0	1	1	0	0	0	4/19/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-04-19T00:00:00.000000	6	0	6	6	0	0	0	4/19/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-04-20T00:00:00.000000	9	0	9	9	0	0	0	4/20/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-04-20T00:00:00.000000	1	0	1	1	0	0	0	4/20/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-04-20T00:00:00.000000	6	0	6	6	0	0	0	4/20/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-04-20T00:00:00.000000	5	0	5	5	0	0	0	4/20/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-04-20T00:00:00.000000	1	0	1	1	0	0	0	4/20/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-04-20T00:00:00.000000	6	0	6	6	0	0	0	4/20/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-04-21T00:00:00.000000	9	0	9	9	0	0	0	4/21/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-04-21T00:00:00.000000	1	0	1	1	0	0	0	4/21/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-04-21T00:00:00.000000	6	0	6	6	0	0	0	4/21/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-04-21T00:00:00.000000	5	0	5	5	0	0	0	4/21/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-04-21T00:00:00.000000	1	0	1	1	0	0	0	4/21/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-04-21T00:00:00.000000	6	0	6	6	0	0	0	4/21/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-04-22T00:00:00.000000	9	0	9	9	0	0	0	4/22/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-04-22T00:00:00.000000	1	0	1	1	0	0	0	4/22/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-04-22T00:00:00.000000	6	0	6	6	0	0	0	4/22/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-04-22T00:00:00.000000	5	0	5	5	0	0	0	4/22/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-04-22T00:00:00.000000	1	0	1	1	0	0	0	4/22/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-04-22T00:00:00.000000	6	0	6	6	0	0	0	4/22/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-04-23T00:00:00.000000	9	0	9	9	0	0	0	4/23/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-04-23T00:00:00.000000	1	0	1	1	0	0	0	4/23/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-04-23T00:00:00.000000	6	0	6	6	0	0	0	4/23/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-04-23T00:00:00.000000	5	0	5	5	0	0	0	4/23/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-04-23T00:00:00.000000	1	0	1	1	0	0	0	4/23/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-04-23T00:00:00.000000	6	0	6	6	0	0	0	4/23/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-04-24T00:00:00.000000	9	0	9	9	0	0	0	4/24/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-04-24T00:00:00.000000	1	0	1	1	0	0	0	4/24/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-04-24T00:00:00.000000	6	0	6	6	0	0	0	4/24/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-04-24T00:00:00.000000	5	0	5	5	0	0	0	4/24/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-04-24T00:00:00.000000	1	0	1	1	0	0	0	4/24/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-04-24T00:00:00.000000	6	0	6	6	0	0	0	4/24/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-04-25T00:00:00.000000	9	0	9	9	0	0	0	4/25/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-04-25T00:00:00.000000	1	0	1	1	0	0	0	4/25/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-04-25T00:00:00.000000	6	0	6	6	0	0	0	4/25/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-04-25T00:00:00.000000	5	0	5	5	0	0	0	4/25/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-04-25T00:00:00.000000	1	0	1	1	0	0	0	4/25/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-04-25T00:00:00.000000	6	0	6	6	0	0	0	4/25/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-04-26T00:00:00.000000	9	0	9	9	0	0	0	4/26/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-04-26T00:00:00.000000	1	0	1	1	0	0	0	4/26/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-04-26T00:00:00.000000	6	0	6	6	0	0	0	4/26/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-04-26T00:00:00.000000	5	0	5	5	0	0	0	4/26/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-04-26T00:00:00.000000	1	0	1	1	0	0	0	4/26/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-04-26T00:00:00.000000	6	0	6	6	0	0	0	4/26/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-04-27T00:00:00.000000	9	0	9	9	0	0	0	4/27/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-04-27T00:00:00.000000	1	0	1	1	0	0	0	4/27/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-04-27T00:00:00.000000	6	0	6	6	0	0	0	4/27/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-04-27T00:00:00.000000	5	0	5	5	0	0	0	4/27/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-04-27T00:00:00.000000	1	0	1	1	0	0	0	4/27/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-04-27T00:00:00.000000	6	0	6	6	0	0	0	4/27/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-04-28T00:00:00.000000	9	0	9	9	0	0	0	4/28/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-04-28T00:00:00.000000	1	0	1	1	0	0	0	4/28/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-04-28T00:00:00.000000	6	0	6	6	0	0	0	4/28/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-04-28T00:00:00.000000	5	0	5	5	0	0	0	4/28/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-04-28T00:00:00.000000	1	0	1	1	0	0	0	4/28/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-04-28T00:00:00.000000	6	0	6	6	0	0	0	4/28/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-04-29T00:00:00.000000	9	0	9	9	0	0	0	4/29/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-04-29T00:00:00.000000	1	0	1	1	0	0	0	4/29/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-04-29T00:00:00.000000	6	0	6	6	0	0	0	4/29/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-04-29T00:00:00.000000	5	0	5	5	0	0	0	4/29/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-04-29T00:00:00.000000	1	0	1	1	0	0	0	4/29/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-04-29T00:00:00.000000	6	0	6	6	0	0	0	4/29/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-04-30T00:00:00.000000	9	0	9	9	0	0	0	4/30/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-04-30T00:00:00.000000	1	0	1	1	0	0	0	4/30/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-04-30T00:00:00.000000	6	0	6	6	0	0	0	4/30/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-04-30T00:00:00.000000	5	0	5	5	0	0	0	4/30/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-04-30T00:00:00.000000	1	0	1	1	0	0	0	4/30/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-04-30T00:00:00.000000	6	0	6	6	0	0	0	4/30/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-05-01T00:00:00.000000	9	0	9	9	0	0	0	5/1/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-05-01T00:00:00.000000	1	0	1	1	0	0	0	5/1/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-05-01T00:00:00.000000	6	0	6	6	0	0	0	5/1/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-05-01T00:00:00.000000	5	0	5	5	0	0	0	5/1/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-05-01T00:00:00.000000	1	0	1	1	0	0	0	5/1/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-05-01T00:00:00.000000	6	0	6	6	0	0	0	5/1/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-05-02T00:00:00.000000	9	0	9	9	0	0	0	5/2/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-05-02T00:00:00.000000	1	0	1	1	0	0	0	5/2/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-05-02T00:00:00.000000	6	0	6	6	0	0	0	5/2/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-05-02T00:00:00.000000	5	0	5	5	0	0	0	5/2/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-05-02T00:00:00.000000	1	0	1	1	0	0	0	5/2/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-05-02T00:00:00.000000	6	0	6	6	0	0	0	5/2/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-05-03T00:00:00.000000	9	0	9	9	0	0	0	5/3/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-05-03T00:00:00.000000	1	0	1	1	0	0	0	5/3/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-05-03T00:00:00.000000	6	0	6	6	0	0	0	5/3/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-05-03T00:00:00.000000	5	0	5	5	0	0	0	5/3/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-05-03T00:00:00.000000	1	0	1	1	0	0	0	5/3/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-05-03T00:00:00.000000	6	0	6	6	0	0	0	5/3/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-05-04T00:00:00.000000	9	0	9	9	0	0	0	5/4/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-05-04T00:00:00.000000	1	0	1	1	0	0	0	5/4/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-05-04T00:00:00.000000	6	0	6	6	0	0	0	5/4/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-05-04T00:00:00.000000	5	0	5	5	0	0	0	5/4/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-05-04T00:00:00.000000	1	0	1	1	0	0	0	5/4/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-05-04T00:00:00.000000	6	0	6	6	0	0	0	5/4/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-05-05T00:00:00.000000	9	0	9	9	0	0	0	5/5/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-05-05T00:00:00.000000	1	0	1	1	0	0	0	5/5/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-05-05T00:00:00.000000	6	0	6	6	0	0	0	5/5/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-05-05T00:00:00.000000	5	0	5	5	0	0	0	5/5/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-05-05T00:00:00.000000	1	0	1	1	0	0	0	5/5/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-05-05T00:00:00.000000	6	0	6	6	0	0	0	5/5/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-05-06T00:00:00.000000	9	0	9	9	0	0	0	5/6/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-05-06T00:00:00.000000	1	0	1	1	0	0	0	5/6/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-05-06T00:00:00.000000	6	0	6	6	0	0	0	5/6/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-05-06T00:00:00.000000	5	0	5	5	0	0	0	5/6/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-05-06T00:00:00.000000	1	0	1	1	0	0	0	5/6/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-05-06T00:00:00.000000	6	0	6	6	0	0	0	5/6/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-05-07T00:00:00.000000	9	0	9	9	0	0	0	5/7/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-05-07T00:00:00.000000	1	0	1	1	0	0	0	5/7/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-05-07T00:00:00.000000	6	0	6	6	0	0	0	5/7/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-05-07T00:00:00.000000	5	0	5	5	0	0	0	5/7/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-05-07T00:00:00.000000	1	0	1	1	0	0	0	5/7/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-05-07T00:00:00.000000	6	0	6	6	0	0	0	5/7/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-05-08T00:00:00.000000	9	0	9	9	0	0	0	5/8/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-05-08T00:00:00.000000	1	0	1	1	0	0	0	5/8/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-05-08T00:00:00.000000	6	0	6	6	0	0	0	5/8/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-05-08T00:00:00.000000	5	0	5	5	0	0	0	5/8/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-05-08T00:00:00.000000	1	0	1	1	0	0	0	5/8/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-05-08T00:00:00.000000	6	0	6	6	0	0	0	5/8/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-05-09T00:00:00.000000	9	0	9	9	0	0	0	5/9/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-05-09T00:00:00.000000	1	0	1	1	0	0	0	5/9/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-05-09T00:00:00.000000	6	0	6	6	0	0	0	5/9/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-05-09T00:00:00.000000	5	0	5	5	0	0	0	5/9/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-05-09T00:00:00.000000	1	0	1	1	0	0	0	5/9/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-05-09T00:00:00.000000	6	0	6	6	0	0	0	5/9/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-05-10T00:00:00.000000	9	0	9	9	0	0	0	5/10/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-05-10T00:00:00.000000	1	0	1	1	0	0	0	5/10/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-05-10T00:00:00.000000	6	0	6	6	0	0	0	5/10/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
